scope,document,field,precision,recall,f1,levenshtein,TP,FP,FN
document,a1_493866,quantity,1.0,1.0,1.0,1.0,8,0,0
document,a1_493866,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_493866,unit,0.875,0.875,0.875,0.9140625,7,1,1
document,a1_493866,eventDescription,0.0,0.0,0.0,0.2355339778380823,0,8,6
document,a1_493866,eventType,0.75,1.0,0.8571428571428571,0.75,6,2,0
document,a1_493907,quantity,1.0,0.6,0.7499999999999999,0.6,6,0,4
document,a1_493907,modifier,0.0,0.0,0.0,0.0,0,0,4
document,a1_493907,unit,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.4848484848484848,4,2,5
document,a1_493907,eventDescription,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.7122197703992743,2,4,5
document,a1_493907,eventType,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.761904761904762,2,4,5
document,a1_54321,quantity,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.48653846153846153,5,2,7
document,a1_54321,modifier,1.0,0.3333333333333333,0.5,0.3333333333333333,1,0,2
document,a1_54321,unit,0.5714285714285714,0.3333333333333333,0.4210526315789474,0.47800925925925924,4,3,8
document,a1_54321,eventDescription,0.0,0.0,0.0,0.20059536335578002,0,7,12
document,a1_54321,eventType,1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334,7,0,5
document,a1_54375,quantity,1.0,0.8,0.888888888888889,0.8,8,0,2
document,a1_54375,modifier,0.0,0.0,0.0,0.0,0,0,1
document,a1_54375,unit,0.875,0.7,0.7777777777777777,0.725,7,1,3
document,a1_54375,eventDescription,0.625,0.5,0.5555555555555556,0.5735294117647058,5,3,5
document,a1_54375,eventType,0.25,0.2,0.22222222222222224,0.7,2,6,8
document,a1_54415,quantity,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,12,0,1
document,a1_54415,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_54415,unit,0.75,0.6923076923076923,0.7199999999999999,0.8196014977929872,9,3,4
document,a1_54415,eventDescription,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.6088446809600655,5,7,7
document,a1_54415,eventType,0.25,0.25,0.25,0.7435897435897437,3,9,9
document,a1_57602,quantity,0.75,0.6,0.6666666666666665,0.7428571428571429,3,1,2
document,a1_57602,modifier,0.0,0.0,0.0,0.0,0,0,2
document,a1_57602,unit,0.0,0.0,0.0,0.22361919748229742,0,4,4
document,a1_57602,eventDescription,0.25,0.25,0.25,0.41612200435729846,1,3,3
document,a1_57602,eventType,0.5,0.5,0.5,0.9166666666666667,2,2,2
document,a1_58922,quantity,0.0,0.0,0.0,0.0,0,0,0
document,a1_58922,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_58922,unit,0.0,0.0,0.0,0.0,0,0,0
document,a1_58922,eventDescription,0.0,0.0,0.0,0.0,0,0,0
document,a1_58922,eventType,0.0,0.0,0.0,0.0,0,0,0
document,a1_61492,quantity,0.5,0.3333333333333333,0.4,0.5833333333333334,1,1,2
document,a1_61492,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_61492,unit,0.0,0.0,0.0,0.1794871794871795,0,2,3
document,a1_61492,eventDescription,0.0,0.0,0.0,0.16416666666666668,0,2,2
document,a1_61492,eventType,0.5,0.5,0.5,0.9166666666666667,1,1,1
document,a1_62106,quantity,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,11,1,0
document,a1_62106,modifier,0.5,1.0,0.6666666666666666,0.5,2,2,0
document,a1_62106,unit,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.7337962962962963,8,4,3
document,a1_62106,eventDescription,0.0,0.0,0.0,0.25221841595983474,0,12,9
document,a1_62106,eventType,0.0,0.0,0.0,0.625,0,12,9
document,a1_62869,quantity,1.0,0.8,0.888888888888889,0.8,4,0,1
document,a1_62869,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_62869,unit,1.0,0.8,0.888888888888889,0.8,4,0,1
document,a1_62869,eventDescription,0.0,0.0,0.0,0.28974358974358977,0,4,5
document,a1_62869,eventType,0.75,0.6,0.6666666666666665,0.7666666666666667,3,1,2
document,a1_62870,quantity,1.0,1.0,1.0,1.0,2,0,0
document,a1_62870,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_62870,unit,1.0,1.0,1.0,1.0,2,0,0
document,a1_62870,eventDescription,0.0,0.0,0.0,0.4794520547945206,0,2,2
document,a1_62870,eventType,1.0,1.0,1.0,1.0,2,0,0
document,a1_63094,quantity,0.8064516129032258,0.78125,0.7936507936507936,0.7665912518853696,25,6,7
document,a1_63094,modifier,0.75,0.6,0.6666666666666665,0.5,3,1,2
document,a1_63094,unit,0.64,0.5,0.5614035087719298,0.5862867218565748,16,9,16
document,a1_63094,eventDescription,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.38925227127475576,1,28,28
document,a1_63094,eventType,0.896551724137931,0.896551724137931,0.896551724137931,0.9222222222222223,26,3,3
document,a1_63518,quantity,1.0,1.0,1.0,1.0,3,0,0
document,a1_63518,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_63518,unit,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,2,1,1
document,a1_63518,eventDescription,0.0,0.0,0.0,0.06172839506172841,0,3,1
document,a1_63518,eventType,0.0,0.0,0.0,0.2777777777777778,0,3,1
document,a1_63852,quantity,1.0,1.0,1.0,1.0,9,0,0
document,a1_63852,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_63852,unit,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7407407407407408,6,3,3
document,a1_63852,eventDescription,0.0,0.0,0.0,0.1659260147065025,0,9,9
document,a1_63852,eventType,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9444444444444444,6,3,3
document,a1_69870,quantity,0.0,0.0,0.0,0.0,0,1,0
document,a1_69870,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_69870,unit,0.0,0.0,0.0,0.0,0,1,0
document,a1_69870,eventDescription,0.0,0.0,0.0,0.0,0,1,0
document,a1_69870,eventType,0.0,0.0,0.0,0.0,0,1,0
document,a1_73256,quantity,0.0,0.0,0.0,0.0,0,0,1
document,a1_73256,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_73256,unit,0.0,0.0,0.0,0.0,0,0,1
document,a1_73256,eventDescription,0.0,0.0,0.0,0.0,0,0,1
document,a1_73256,eventType,0.0,0.0,0.0,0.0,0,0,1
document,a1_7648,quantity,0.9,0.9,0.9,0.9375,9,1,1
document,a1_7648,modifier,0.0,0.0,0.0,0.2857142857142857,0,1,2
document,a1_7648,unit,0.9,0.9,0.9,0.9208333333333334,9,1,1
document,a1_7648,eventDescription,0.5,0.5,0.5,0.8350550618971673,5,5,5
document,a1_7648,eventType,0.8,0.8,0.8000000000000002,0.9666666666666666,8,2,2
document,a1_76960,quantity,0.5,0.25,0.3333333333333333,0.3846153846153846,1,1,3
document,a1_76960,modifier,0.0,0.0,0.0,0.0,0,1,0
document,a1_76960,unit,1.0,0.5,0.6666666666666666,0.5,2,0,2
document,a1_76960,eventDescription,1.0,0.5,0.6666666666666666,0.5,2,0,2
document,a1_76960,eventType,1.0,0.5,0.6666666666666666,0.5,2,0,2
document,a1_82021,quantity,1.0,1.0,1.0,1.0,7,0,0
document,a1_82021,modifier,0.0,0.0,0.0,0.0,0,1,0
document,a1_82021,unit,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8701298701298701,6,1,1
document,a1_82021,eventDescription,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5501634982767059,1,6,6
document,a1_82021,eventType,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,1,6,6
document,a1_83005,quantity,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.5079365079365079,4,2,5
document,a1_83005,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_83005,unit,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.6023391812865496,5,1,4
document,a1_83005,eventDescription,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.4861587849400236,2,4,7
document,a1_83005,eventType,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.5925925925925927,2,4,7
document,a1_85679,quantity,0.0,0.0,0.0,0.0,0,0,3
document,a1_85679,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_85679,unit,0.0,0.0,0.0,0.0,0,0,3
document,a1_85679,eventDescription,0.0,0.0,0.0,0.0,0,0,1
document,a1_85679,eventType,0.0,0.0,0.0,0.0,0,0,1
document,a1_8570,quantity,0.5,0.5,0.5,0.875,1,1,1
document,a1_8570,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_8570,unit,0.5,0.5,0.5,0.5,1,1,1
document,a1_8570,eventDescription,0.0,0.0,0.0,0.10294117647058826,0,2,1
document,a1_8570,eventType,0.5,1.0,0.6666666666666666,0.5,1,1,0
document,a1_85707,quantity,0.8888888888888888,0.6153846153846154,0.7272727272727274,0.6324786324786325,8,1,5
document,a1_85707,modifier,0.0,0.0,0.0,0.175,0,1,5
document,a1_85707,unit,1.0,0.6153846153846154,0.761904761904762,0.6153846153846154,8,0,5
document,a1_85707,eventDescription,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.4367573187201834,4,5,9
document,a1_85707,eventType,0.3333333333333333,0.23076923076923078,0.27272727272727276,0.6153846153846154,3,6,10
document,a1_8672,quantity,0.4,0.5,0.4444444444444445,0.4305555555555555,2,3,2
document,a1_8672,modifier,1.0,0.5,0.6666666666666666,0.5,1,0,1
document,a1_8672,unit,0.6,0.75,0.6666666666666665,0.5,3,2,1
document,a1_8672,eventDescription,0.0,0.0,0.0,0.09756944444444444,0,5,4
document,a1_8672,eventType,0.2,0.25,0.22222222222222224,0.4444444444444445,1,4,3
document,a1_87496,quantity,0.0,0.0,0.0,0.0,0,0,0
document,a1_87496,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_87496,unit,0.0,0.0,0.0,0.0,0,0,0
document,a1_87496,eventDescription,0.0,0.0,0.0,0.0,0,0,0
document,a1_87496,eventType,0.0,0.0,0.0,0.0,0,0,0
document,a1_87923,quantity,1.0,0.6666666666666666,0.8,0.6666666666666666,2,0,1
document,a1_87923,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_87923,unit,0.5,0.3333333333333333,0.4,0.3658536585365854,1,1,2
document,a1_87923,eventDescription,0.0,0.0,0.0,0.35469843070523727,0,2,3
document,a1_87923,eventType,0.5,0.3333333333333333,0.4,0.6111111111111112,1,1,2
document,a1_89567,quantity,1.0,0.6666666666666666,0.8,0.6666666666666666,2,0,1
document,a1_89567,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_89567,unit,1.0,0.6666666666666666,0.8,0.6666666666666666,2,0,1
document,a1_89567,eventDescription,0.0,0.0,0.0,0.2818181818181818,0,2,2
document,a1_89567,eventType,1.0,1.0,1.0,1.0,2,0,0
document,a1_89797,quantity,0.7272727272727273,0.8,0.761904761904762,0.71875,8,3,2
document,a1_89797,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_89797,unit,0.7272727272727273,0.8,0.761904761904762,0.6782407407407408,8,3,2
document,a1_89797,eventDescription,0.0,0.0,0.0,0.0690311692079787,0,11,9
document,a1_89797,eventType,0.8181818181818182,1.0,0.9,0.8181818181818182,9,2,0
document,a1_90037,quantity,1.0,1.0,1.0,1.0,8,0,0
document,a1_90037,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_90037,unit,1.0,1.0,1.0,1.0,8,0,0
document,a1_90037,eventDescription,0.0,0.0,0.0,0.2115800865800866,0,8,6
document,a1_90037,eventType,0.75,1.0,0.8571428571428571,0.75,6,2,0
document,a1_9168,quantity,0.5,0.5,0.5,0.7821969696969697,2,2,2
document,a1_9168,modifier,0.5,0.5,0.5,0.875,1,1,1
document,a1_9168,unit,1.0,1.0,1.0,1.0,4,0,0
document,a1_9168,eventDescription,0.0,0.0,0.0,0.23718712280033033,0,4,4
document,a1_9168,eventType,0.25,0.25,0.25,0.875,1,3,3
document,a1_9734,quantity,1.0,1.0,1.0,1.0,3,0,0
document,a1_9734,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1_9734,unit,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9066666666666666,2,1,1
document,a1_9734,eventDescription,0.0,0.0,0.0,0.12681159420289856,0,3,3
document,a1_9734,eventType,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9444444444444445,2,1,1
document,a1a2_100176,quantity,0.7,0.7777777777777778,0.7368421052631577,0.8020833333333334,7,3,2
document,a1a2_100176,modifier,1.0,0.5,0.6666666666666666,0.5,1,0,1
document,a1a2_100176,unit,0.2,0.2222222222222222,0.2105263157894737,0.43206161183008673,2,8,7
document,a1a2_100176,eventDescription,0.6,0.6666666666666666,0.631578947368421,0.6448412698412699,6,4,3
document,a1a2_100176,eventType,0.8,0.8888888888888888,0.8421052631578948,0.8833333333333334,8,2,1
document,a1a2_104552,quantity,0.5,0.5,0.5,0.6886446886446886,2,2,2
document,a1a2_104552,modifier,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_104552,unit,0.75,0.75,0.75,0.8676470588235294,3,1,1
document,a1a2_104552,eventDescription,0.0,0.0,0.0,0.42934782608695654,0,4,4
document,a1a2_104552,eventType,0.75,0.75,0.75,0.9583333333333334,3,1,1
document,a1a2_116037,quantity,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_116037,modifier,0.0,0.0,0.0,0.0,0,0,1
document,a1a2_116037,unit,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_116037,eventDescription,0.0,0.0,0.0,0.2846559714795009,0,5,3
document,a1a2_116037,eventType,0.2,0.3333333333333333,0.25,0.5333333333333334,1,4,2
document,a1a2_146513,quantity,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8409090909090908,4,2,2
document,a1a2_146513,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_146513,unit,0.0,0.0,0.0,0.38114207086343316,0,6,6
document,a1a2_146513,eventDescription,0.0,0.0,0.0,0.2517323383023862,0,6,5
document,a1a2_146513,eventType,0.5,0.6,0.5454545454545454,0.7777777777777778,3,3,2
document,a1a2_15633,quantity,0.6666666666666666,1.0,0.8,0.6666666666666666,2,1,0
document,a1a2_15633,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_15633,unit,0.3333333333333333,0.5,0.4,0.5833333333333334,1,2,1
document,a1a2_15633,eventDescription,0.0,0.0,0.0,0.17735042735042736,0,3,2
document,a1a2_15633,eventType,0.6666666666666666,1.0,0.8,0.6666666666666666,2,1,0
document,a1a2_160839,quantity,1.0,1.0,1.0,1.0,7,0,0
document,a1a2_160839,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_160839,unit,0.8,0.5714285714285714,0.6666666666666666,0.6857142857142857,4,1,3
document,a1a2_160839,eventDescription,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.3622930001667543,1,6,5
document,a1a2_160839,eventType,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.7380952380952381,1,6,5
document,a1a2_165752,quantity,1.0,1.0,1.0,1.0,10,0,0
document,a1a2_165752,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_165752,unit,0.9,0.9,0.9,0.9857142857142858,9,1,1
document,a1a2_165752,eventDescription,0.1,0.1,0.10000000000000002,0.31779032479222236,1,9,9
document,a1a2_165752,eventType,0.5,0.5,0.5,0.9166666666666666,5,5,5
document,a1a2_174797,quantity,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9519230769230769,12,1,1
document,a1a2_174797,modifier,1.0,0.5,0.6666666666666666,0.5,1,0,1
document,a1a2_174797,unit,0.0,0.0,0.0,0.2555653081917099,0,5,13
document,a1a2_174797,eventDescription,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.9199897092873682,8,5,5
document,a1a2_174797,eventType,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.9102564102564104,6,7,7
document,a1a2_17620,quantity,1.0,1.0,1.0,1.0,14,0,0
document,a1a2_17620,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_17620,unit,1.0,1.0,1.0,1.0,14,0,0
document,a1a2_17620,eventDescription,0.0,0.0,0.0,0.3367069833235247,0,14,14
document,a1a2_17620,eventType,0.0,0.0,0.0,0.8333333333333334,0,14,14
document,a1a2_187556,quantity,0.6666666666666666,0.5,0.5714285714285715,0.5714285714285714,2,1,2
document,a1a2_187556,modifier,0.0,0.0,0.0,0.0,0,0,2
document,a1a2_187556,unit,0.6666666666666666,0.5,0.5714285714285715,0.5769230769230769,2,1,2
document,a1a2_187556,eventDescription,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4425770308123249,1,2,2
document,a1a2_187556,eventType,0.0,0.0,0.0,0.8333333333333334,0,3,3
document,a1a2_192346,quantity,0.14285714285714285,0.25,0.18181818181818182,0.27380952380952384,1,6,3
document,a1a2_192346,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_192346,unit,0.5714285714285714,1.0,0.7272727272727273,0.5714285714285714,4,3,0
document,a1a2_192346,eventDescription,0.14285714285714285,0.25,0.18181818181818182,0.3412698412698413,1,6,3
document,a1a2_192346,eventType,0.42857142857142855,0.75,0.5454545454545454,0.5476190476190477,3,4,1
document,a1a2_192685,quantity,1.0,0.75,0.8571428571428571,0.75,3,0,1
document,a1a2_192685,modifier,0.0,0.0,0.0,0.0,0,0,1
document,a1a2_192685,unit,1.0,0.75,0.8571428571428571,0.75,3,0,1
document,a1a2_192685,eventDescription,0.0,0.0,0.0,0.2403225806451613,0,3,4
document,a1a2_192685,eventType,1.0,0.75,0.8571428571428571,0.75,3,0,1
document,a1a2_224537,quantity,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7704081632653061,5,2,2
document,a1a2_224537,modifier,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_224537,unit,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8788819875776398,6,1,1
document,a1a2_224537,eventDescription,0.0,0.0,0.0,0.11711145996860284,0,7,2
document,a1a2_224537,eventType,0.2857142857142857,1.0,0.4444444444444445,0.2857142857142857,2,5,0
document,a1a2_233281,quantity,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_233281,modifier,1.0,1.0,1.0,1.0,1,0,0
document,a1a2_233281,unit,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_233281,eventDescription,0.5,0.5,0.5,0.7987637362637363,2,2,2
document,a1a2_233281,eventType,0.75,0.75,0.75,0.9583333333333334,3,1,1
document,a1a2_233420,quantity,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_233420,modifier,1.0,0.5,0.6666666666666666,0.5,1,0,1
document,a1a2_233420,unit,0.0,0.0,0.0,0.58,0,2,2
document,a1a2_233420,eventDescription,0.5,0.5,0.5,0.6111111111111112,1,1,1
document,a1a2_233420,eventType,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_236231,quantity,1.0,1.0,1.0,1.0,15,0,0
document,a1a2_236231,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_236231,unit,0.9,0.6,0.7200000000000001,0.6416666666666667,9,1,6
document,a1a2_236231,eventDescription,0.0,0.0,0.0,0.2913046103417758,0,15,13
document,a1a2_236231,eventType,0.8666666666666667,1.0,0.9285714285714286,0.8666666666666667,13,2,0
document,a1a2_251336,quantity,1.0,1.0,1.0,1.0,10,0,0
document,a1a2_251336,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_251336,unit,0.9,0.9,0.9,0.98125,9,1,1
document,a1a2_251336,eventDescription,0.3,0.3,0.3,0.4512340500684357,3,7,7
document,a1a2_251336,eventType,0.0,0.0,0.0,0.8333333333333334,0,10,10
document,a1a2_272826,quantity,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_272826,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_272826,unit,0.5,0.5,0.5,0.9666666666666667,1,1,1
document,a1a2_272826,eventDescription,0.0,0.0,0.0,0.47708333333333336,0,2,2
document,a1a2_272826,eventType,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_295525,quantity,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_295525,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_295525,unit,0.75,0.75,0.75,0.7857142857142857,3,1,1
document,a1a2_295525,eventDescription,0.0,0.0,0.0,0.21693617476975802,0,4,4
document,a1a2_295525,eventType,0.5,0.5,0.5,0.9166666666666667,2,2,2
document,a1a2_295819,quantity,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_295819,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_295819,unit,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_295819,eventDescription,0.0,0.0,0.0,0.22695193109196996,0,5,5
document,a1a2_295819,eventType,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_311469,quantity,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_311469,modifier,0.0,0.0,0.0,0.0,0,0,3
document,a1a2_311469,unit,1.0,0.6,0.7499999999999999,0.6,3,0,2
document,a1a2_311469,eventDescription,0.2,0.2,0.20000000000000004,0.4213095238095238,1,4,4
document,a1a2_311469,eventType,0.4,0.4,0.4000000000000001,0.9,2,3,3
document,a1a2_313441,quantity,0.0,0.0,0.0,0.0,0,2,1
document,a1a2_313441,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_313441,unit,0.0,0.0,0.0,0.0,0,0,1
document,a1a2_313441,eventDescription,0.0,0.0,0.0,0.0,0,2,1
document,a1a2_313441,eventType,0.0,0.0,0.0,0.0,0,2,1
document,a1a2_317651,quantity,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_317651,modifier,0.0,0.0,0.0,0.0,0,0,3
document,a1a2_317651,unit,0.5,0.5,0.5,0.7857142857142857,2,2,2
document,a1a2_317651,eventDescription,0.0,0.0,0.0,0.1828756674294432,0,4,3
document,a1a2_317651,eventType,0.0,0.0,0.0,0.625,0,4,3
document,a1a2_336159,quantity,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_336159,modifier,0.0,0.0,0.0,0.0,0,0,1
document,a1a2_336159,unit,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_336159,eventDescription,0.0,0.0,0.0,0.586996336996337,0,4,4
document,a1a2_336159,eventType,1.0,1.0,1.0,1.0,4,0,0
document,a1a2_345420,quantity,1.0,1.0,1.0,1.0,14,0,0
document,a1a2_345420,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_345420,unit,1.0,1.0,1.0,1.0,14,0,0
document,a1a2_345420,eventDescription,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.4913913003892983,1,13,13
document,a1a2_345420,eventType,0.0,0.0,0.0,0.8333333333333334,0,14,14
document,a1a2_349892,quantity,1.0,1.0,1.0,1.0,11,0,0
document,a1a2_349892,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_349892,unit,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9772727272727273,10,1,1
document,a1a2_349892,eventDescription,0.0,0.0,0.0,0.29298322467475296,0,11,8
document,a1a2_349892,eventType,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273,8,3,0
document,a1a2_352039,quantity,1.0,0.5,0.6666666666666666,0.5,2,0,2
document,a1a2_352039,modifier,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_352039,unit,1.0,0.5,0.6666666666666666,0.5,2,0,2
document,a1a2_352039,eventDescription,0.0,0.0,0.0,0.18157894736842106,0,2,4
document,a1a2_352039,eventType,0.0,0.0,0.0,0.4166666666666667,0,2,4
document,a1a2_35506,quantity,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8431372549019608,2,1,1
document,a1a2_35506,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_35506,unit,1.0,1.0,1.0,1.0,3,0,0
document,a1a2_35506,eventDescription,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6465201465201466,1,2,2
document,a1a2_35506,eventType,1.0,1.0,1.0,1.0,3,0,0
document,a1a2_356785,quantity,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7246376811594203,2,1,1
document,a1a2_356785,modifier,0.0,0.0,0.0,0.10000000000000002,0,1,3
document,a1a2_356785,unit,0.0,0.0,0.0,0.610752688172043,0,3,3
document,a1a2_356785,eventDescription,0.0,0.0,0.0,0.37251461988304096,0,3,3
document,a1a2_356785,eventType,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9444444444444445,2,1,1
document,a1a2_357622,quantity,1.0,0.75,0.8571428571428571,0.75,3,0,1
document,a1a2_357622,modifier,0.0,0.0,0.0,0.0,0,0,1
document,a1a2_357622,unit,1.0,1.0,1.0,1.0,3,0,0
document,a1a2_357622,eventDescription,0.3333333333333333,0.25,0.28571428571428575,0.49318181818181817,1,2,3
document,a1a2_357622,eventType,1.0,0.75,0.8571428571428571,0.75,3,0,1
document,a1a2_361403,quantity,1.0,1.0,1.0,1.0,1,0,0
document,a1a2_361403,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_361403,unit,1.0,1.0,1.0,1.0,1,0,0
document,a1a2_361403,eventDescription,0.0,0.0,0.0,0.8863636363636364,0,1,1
document,a1a2_361403,eventType,0.0,0.0,0.0,0.8333333333333334,0,1,1
document,a1a2_363475,quantity,1.0,1.0,1.0,1.0,6,0,0
document,a1a2_363475,modifier,0.0,0.0,0.0,0.0,0,1,0
document,a1a2_363475,unit,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9347826086956522,5,1,1
document,a1a2_363475,eventDescription,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7407407407407408,4,2,2
document,a1a2_363475,eventType,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8611111111111112,1,5,5
document,a1a2_393242,quantity,1.0,1.0,1.0,1.0,5,0,0
document,a1a2_393242,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_393242,unit,0.0,0.0,0.0,0.6470588235294117,0,5,5
document,a1a2_393242,eventDescription,0.0,0.0,0.0,0.4075455677317502,0,5,5
document,a1a2_393242,eventType,0.0,0.0,0.0,0.8333333333333334,0,5,5
document,a1a2_410083,quantity,0.75,1.0,0.8571428571428571,0.75,21,7,0
document,a1a2_410083,modifier,0.0,0.0,0.0,0.0,0,0,0
document,a1a2_410083,unit,0.25,0.3333333333333333,0.28571428571428575,0.38897515527950305,7,21,14
document,a1a2_410083,eventDescription,0.4642857142857143,0.6190476190476191,0.5306122448979592,0.6133540372670808,13,15,8
document,a1a2_410083,eventType,0.75,1.0,0.8571428571428571,0.75,21,7,0
document,a1a2_48603,quantity,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,6,1,0
document,a1a2_48603,modifier,1.0,0.6666666666666666,0.8,0.6666666666666666,2,0,1
document,a1a2_48603,unit,0.75,0.5,0.6,0.42857142857142855,3,1,3
document,a1a2_48603,eventDescription,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.7692307692307693,4,3,2
document,a1a2_48603,eventType,0.0,0.0,0.0,0.7142857142857143,0,7,6
document,a1a2_57316,quantity,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6401515151515151,1,2,2
document,a1a2_57316,modifier,1.0,1.0,1.0,1.0,2,0,0
document,a1a2_57316,unit,1.0,1.0,1.0,1.0,3,0,0
document,a1a2_57316,eventDescription,0.0,0.0,0.0,0.44557823129251695,0,3,3
document,a1a2_57316,eventType,0.0,0.0,0.0,0.8333333333333334,0,3,3
document,a1a2_586,quantity,0.7,0.7,0.7,0.7593073593073594,7,3,3
document,a1a2_586,modifier,0.5,0.5,0.5,0.3333333333333333,1,1,1
